extra,nut,1,/cad/printed_parts/extra/stl/nut.stl
extra,colar,1,/cad/printed_parts/extra/stl/colar.stl
extra,lan_socket_adapter,1,/cad/printed_parts/extra/stl/lan_socket_adapter.stl
extra,iec_socket_adapter,1,/cad/printed_parts/extra/stl/iec_socket_adapter.stl
extra,back_spine_300,1 (for the correct size),/cad/printed_parts/extra/stl/back_spine_300.stl
extra,back_spine_400,1 (for the correct size),/cad/printed_parts/extra/stl/back_spine_400.stl
extra,back_spine_500,1 (for the correct size),/cad/printed_parts/extra/stl/back_spine_500.stl
extra,enc_3030_end_cap,2,/cad/printed_parts/extra/stl/enc_3030_end_cap.stl
extra,enc_3030_spool_holder_guide,1,/cad/printed_parts/extra/stl/enc_3030_spool_holder_guide.stl
extra,enc_door_hinge_door,4,/cad/printed_parts/extra/stl/enc_door_hinge_door.stl
extra,enc_door_hinge_frame,4,/cad/printed_parts/extra/stl/enc_door_hinge_frame.stl
extra,enc_enclosure_filler,2,/cad/printed_parts/extra/stl/enc_enclosure_filler.stl
extra,enc_lid_hinged_tiedown,4,/cad/printed_parts/extra/stl/enc_lid_hinged_tiedown.stl
extra,enc_magnet_clip,2,/cad/printed_parts/extra/stl/enc_magnet_clip.stl
extra,enc_v_core_3_interface,4,/cad/printed_parts/extra/stl/enc_v_core_3_interface.stl
extra,shelf_left_300,1 (for the correct size),/cad/printed_parts/extra/stl/shelf_left_300.stl
extra,shelf_right_300,1 (for the correct size),/cad/printed_parts/extra/stl/shelf_right_300.stl
extra,shelf_left_400,1 (for the correct size),/cad/printed_parts/extra/stl/shelf_left_400.stl
extra,shelf_right_400,1 (for the correct size),/cad/printed_parts/extra/stl/shelf_right_400.stl
extra,shelf_left_500,1 (for the correct size),/cad/printed_parts/extra/stl/shelf_left_500.stl
extra,shelf_right_500,1 (for the correct size),/cad/printed_parts/extra/stl/shelf_right_500.stl
